特別徴収義務者登録申請書（新規・変更・休止廃止再開・証票）,,,,,,,,,
"「必須」欄の凡例
○：必須項目　　　　　　　必ず値を設定してください。
△：条件付き必須項目　　　他の項目の設定内容により設定が必須となります。条件について、各項目の「備考」欄を参照してください。
－：入力不要項目　　　　　システムが自動で設定する項目のため、値を設定しない。項目区切りを表す"",""(カンマ)は必要ですのでご注意ください。
空白：任意入力項目　　　　設定は任意です。値を設定しない場合でも、項目区切りを表す"",""(カンマ)が必要ですのでご注意ください。
45,共同事業者情報【氏名（名称及び代表者名）】,,,,全角,80,,特別徴収義務者【申請区分】が1（新規）又は2（変更）又は3（休止）又は4（再開）又は5（廃止）又は9（その他）の時入力可とする。,
46,共同事業者情報【郵便番号】,「－（ハイフン）」を除く７桁の数字を記録する。,,,数字,7,,特別徴収義務者【申請区分】が1（新規）又は2（変更）又は3（休止）又は4（再開）又は5（廃止）又は9（その他）の時入力可とする。,
47,共同事業者情報【住所又は所在地】,,,,全角,80,,特別徴収義務者【申請区分】が1（新規）又は2（変更）又は3（休止）又は4（再開）又は5（廃止）又は9（その他）の時入力可とする。,
48,共同事業者情報【電話番号】,,,,半角,20,,"半角数字、半角ハイフン又は丸括弧とする。
特別徴収義務者【申請区分】が1（新規）又は2（変更）又は3（休止）又は4（再開）又は5（廃止）又は9（その他）の時入力可とする。",
49,送付先情報【氏名（名称及び代表者名）】,,,,全角,80,,,
50,送付先情報【郵便番号】,「－（ハイフン）」を除く７桁の数字を記録する。,,,数字,7,,,
51,送付先情報【住所又は所在地】,,,,全角,80,,,
52,送付先情報【電話番号】,,,,半角,20,,半角数字、半角ハイフン又は丸括弧とする。,
53,管理業者情報【氏名（名称及び代表者名）】,,,,全角,80,,特別徴収義務者【申請区分】が1（新規）又は2（変更）又は3（休止）又は4（再開）又は5（廃止）又は9（その他）の時入力可とする。,
54,管理業者情報【郵便番号】,「－（ハイフン）」を除く７桁の数字を記録する。,,,数字,7,,特別徴収義務者【申請区分】が1（新規）又は2（変更）又は3（休止）又は4（再開）又は5（廃止）又は9（その他）の時入力可とする。,
55,管理業者情報【住所又は所在地】,,,,全角,80,,特別徴収義務者【申請区分】が1（新規）又は2（変更）又は3（休止）又は4（再開）又は5（廃止）又は9（その他）の時入力可とする。,
56,管理業者情報【電話番号】,,,,半角,20,,"半角数字、半角ハイフン又は丸括弧とする。
特別徴収義務者【申請区分】が1（新規）又は2（変更）又は3（休止）又は4（再開）又は5（廃止）又は9（その他）の時入力可とする。",
57,届出理由（変更・休止・廃止・再開）,,,,全角,200,,特別徴収義務者【申請区分】が2（変更）又は3（休止）又は4（再開）又は5（廃止）又は9（その他）の時入力可とする。,
58,変更情報【変更年月日】,変更日を西暦8桁の年月日で記録する。,,,数字,8,,特別徴収義務者【申請区分】が2（変更）又は9（その他）の時入力可とする。,
59,変更情報【変更内容（変更前）】,,,,全角,200,,特別徴収義務者【申請区分】が2（変更）又は9（その他）の時入力可とする。,
60,変更情報【変更内容（変更後）】,,,,全角,200,,特別徴収義務者【申請区分】が2（変更）又は9（その他）の時入力可とする。,
61,休止廃止再開情報【休止期間（自）】,休止期間の開始日を西暦8桁の年月日で記録する。,△,,数字,8,,特別徴収義務者【申請区分】が3（休止）の時入力必須、入力可、9（その他）の時入力可とする。,
62,休止廃止再開情報【休止期間（至）】,休止期間の終了日を西暦8桁の年月日で記録する。,,,数字,8,,特別徴収義務者【申請区分】が3（休止）又は9（その他）の時入力可とする。,
63,休止廃止再開情報【廃止年月日】,廃止日を西暦8桁の年月日で記録する。,△,,数字,8,,特別徴収義務者【申請区分】が5（廃止）の時入力必須、入力可、9（その他）の時入力可とする。,
64,休止廃止再開情報【再開年月日】,再開日を西暦8桁の年月日で記録する。,△,,数字,8,,特別徴収義務者【申請区分】が4（再開）の時入力必須、入力可、9（その他）の時入力可とする。,
65,特別徴収義務者証票関係情報【特別徴収義務者証票番号】,,,,半角,12,,"文字属性については、半角英数字及び半角記号のみ許容する。
特別徴収義務者【申請区分】が6（証票紛失）又は7（証票再交付）又は8（証票返付）又は9（その他）の時入力可とする。",
66,特別徴収義務者証票関係情報【紛失等年月日】,証票の紛失又は返付した日を西暦8桁の年月日で記録する。,,,数字,8,,特別徴収義務者【申請区分】が6（証票紛失）又は7（証票再交付）又は8（証票返付）又は9（その他）の時入力可とする。,
67,特別徴収義務者証票関係情報【紛失等・再交付・返付の理由】,,,,全角,200,,特別徴収義務者【申請区分】が6（証票紛失）又は7（証票再交付）又は8（証票返付）又は9（その他）の時入力可とする。,
68,備考,,△,,全角,200,,特別徴収義務者【申請区分】が9（その他）の時入力必須、入力可、9（その他）以外の時入力可とする。,
